Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000285606	ENSG00000285606.1	10275499	10279737	8	AC079200.1
ENSG00000275297	ENSG00000275297.1	41760088	41764175	9	AL162731.1
ENSG00000156172	ENSG00000156172.6	95244913	95269201	8	C8orf37
ENSG00000250866	ENSG00000250866.1	5142138	5176214	5	AC022424.2
ENSG00000185920	ENSG00000185920.15	95442980	95517057	9	PTCH1
ENSG00000283879	ENSG00000283879.1	22519195	22519504	17	AC132825.5
ENSG00000145536	ENSG00000145536.15	5140330	5320304	5	ADAMTS16
ENSG00000175806	ENSG00000175806.15	10054292	10428891	8	MSRA
ENSG00000253213	ENSG00000253213.1	171251866	171252982	5	AC010306.1
ENSG00000205863	ENSG00000205863.10	23890525	23902655	13	C1QTNF9B
ENSG00000253966	ENSG00000253966.1	170896929	170904461	5	AC008514.2
ENSG00000268235	ENSG00000268235.7	102215301	102229532	X	TCP11X1
ENSG00000248334	ENSG00000248334.6	28737583	28759204	15	WHAMMP2
ENSG00000112041	ENSG00000112041.13	35497874	35512896	6	TULP1
ENSG00000113327	ENSG00000113327.16	162000057	162162977	5	GABRG2
ENSG00000138316	ENSG00000138316.11	70672506	70762441	10	ADAMTS14
ENSG00000235065	ENSG00000235065.1	21114723	21115197	20	RPL24P2
ENSG00000224321	ENSG00000224321.1	15792796	15793285	1	RPL12P14
ENSG00000259124	ENSG00000259124.1	76495363	76726712	14	AC008050.1
ENSG00000253351	ENSG00000253351.2	95206876	95216525	8	LINC01298
ENSG00000226912	ENSG00000226912.1	26644889	26645336	22	ISCA2P1
ENSG00000271423	ENSG00000271423.1	76633714	76634028	14	CYCSP1
ENSG00000258566	ENSG00000258566.2	76690139	76690742	14	AC007376.1
ENSG00000258569	ENSG00000258569.1	76710658	76761388	14	AC007376.2
ENSG00000233954	ENSG00000233954.6	15807169	15809348	1	UQCRHL
ENSG00000134058	ENSG00000134058.12	69234795	69277430	5	CDK7
ENSG00000214888	ENSG00000214888.3	87857015	87859599	9	AL772337.1
ENSG00000287026	ENSG00000287026.1	76633365	76673346	2	AC068616.2
ENSG00000286202	ENSG00000286202.1	76691007	76692489	2	AC068616.1
ENSG00000088320	ENSG00000088320.4	31475288	31484895	20	REM1
ENSG00000287130	ENSG00000287130.1	76684975	76698996	2	AC068616.3
ENSG00000178715	ENSG00000178715.8	15828232	15828669	1	AL450998.1
ENSG00000234460	ENSG00000234460.2	87864096	87866291	9	AL772337.3
ENSG00000259608	ENSG00000259608.1	85958717	85958971	15	AC104229.1
ENSG00000272325	ENSG00000272325.2	34279679	34392669	6	NUDT3
ENSG00000177992	ENSG00000177992.10	87882877	87888903	9	SPATA31E1
ENSG00000101442	ENSG00000101442.10	38748460	38772520	20	ACTR5
ENSG00000255153	ENSG00000255153.1	1309769	1310707	11	TOLLIP-AS1
ENSG00000154065	ENSG00000154065.17	23598926	23662911	18	ANKRD29
ENSG00000287935	ENSG00000287935.1	1333250	1337068	11	AC136297.1
ENSG00000285985	ENSG00000285985.1	1350359	1364286	11	LINC02689
ENSG00000064012	ENSG00000064012.21	201233443	201287711	2	CASP8
ENSG00000287025	ENSG00000287025.1	76893894	76897247	2	AC079117.2
ENSG00000168062	ENSG00000168062.10	64987945	64997018	11	BATF2
ENSG00000066651	ENSG00000066651.20	125986479	126203817	6	TRMT11
ENSG00000176204	ENSG00000176204.13	76747719	77593319	2	LRRTM4
ENSG00000179743	ENSG00000179743.4	15834474	15848147	1	AL450998.2
ENSG00000211809	ENSG00000211809.2	22147995	22148633	14	TRAV27
ENSG00000108349	ENSG00000108349.17	40140318	40172171	17	CASC3
ENSG00000270620	ENSG00000270620.1	15917698	15917908	1	AL034555.1
ENSG00000225339	ENSG00000225339.4	34248535	34286768	6	AL354740.1
ENSG00000065526	ENSG00000065526.11	15847707	15940456	1	SPEN
ENSG00000180383	ENSG00000180383.3	31465506	31476757	20	DEFB124
ENSG00000126254	ENSG00000126254.12	35629030	35637686	19	RBM42
ENSG00000231655	ENSG00000231655.1	26140263	26141264	2	AC011742.2
ENSG00000235608	ENSG00000235608.1	1402932	1406331	4	NKX1-1
ENSG00000270800	ENSG00000270800.3	34284887	34426071	6	RPS10-NUDT3
ENSG00000214465	ENSG00000214465.3	26149204	26150731	2	SMARCE1P6
ENSG00000272783	ENSG00000272783.1	1550284	1550572	4	AC147067.2
ENSG00000227133	ENSG00000227133.1	26160023	26161136	2	AC011742.1
ENSG00000286932	ENSG00000286932.1	77210587	77327103	2	AC013716.1
ENSG00000164251	ENSG00000164251.5	76818933	76835315	5	F2RL1
ENSG00000254844	ENSG00000254844.4	117818443	117821992	11	AP000757.2
ENSG00000244459	ENSG00000244459.2	1574062	1580253	4	AC147067.1
ENSG00000234653	ENSG00000234653.1	76985965	77009791	2	AC079117.1
ENSG00000255245	ENSG00000255245.4	117820163	117876667	11	FXYD6-FXYD2
ENSG00000258835	ENSG00000258835.1	22155079	22155638	14	TRAV28
ENSG00000248990	ENSG00000248990.1	28679183	28683469	11	LINC02758
ENSG00000267752	ENSG00000267752.1	23672253	23672748	18	RPS10P27
ENSG00000233605	ENSG00000233605.3	77915870	77918011	2	LINC01851
ENSG00000234983	ENSG00000234983.1	42918741	42920084	7	AC010132.2
ENSG00000237077	ENSG00000237077.1	77788382	77793087	2	AC105399.1
ENSG00000171643	ENSG00000171643.14	76850001	76921650	5	S100Z
ENSG00000286878	ENSG00000286878.1	48818293	48824062	8	AC100805.1
ENSG00000227088	ENSG00000227088.2	77652025	78290469	2	AC012494.1
ENSG00000233109	ENSG00000233109.4	48913916	48914380	8	AC013701.1
ENSG00000102032	ENSG00000102032.13	153935269	153944687	X	RENBP
ENSG00000227945	ENSG00000227945.1	128027886	128085248	6	AL590006.1
ENSG00000229494	ENSG00000229494.2	78088729	78127806	2	AC012494.2
ENSG00000181867	ENSG00000181867.3	121851882	121852833	5	FTMT
ENSG00000229568	ENSG00000229568.1	136544712	136545542	2	SMC4P1
ENSG00000019549	ENSG00000019549.13	48917598	48921740	8	SNAI2
ENSG00000241870	ENSG00000241870.1	181065086	181065677	5	AC008620.1
ENSG00000236938	ENSG00000236938.1	94071759	94077157	7	AC003092.2
ENSG00000214295	ENSG00000214295.4	181099140	181100666	5	FOXO1B
ENSG00000249681	ENSG00000249681.2	109879070	109879897	4	KRT19P3
ENSG00000248560	ENSG00000248560.1	181114106	181115674	5	AC008620.2
ENSG00000272882	ENSG00000272882.1	28986635	28987498	11	OR2BH1P
ENSG00000249867	ENSG00000249867.6	28702607	29064322	11	LINC02742
ENSG00000185372	ENSG00000185372.3	181123122	181131169	5	OR2V1
ENSG00000255045	ENSG00000255045.1	124744634	124746337	11	AP000866.5
ENSG00000254526	ENSG00000254526.1	29159956	29266734	11	AC090791.1
ENSG00000230968	ENSG00000230968.1	77672215	77673792	2	AC084149.1
ENSG00000154146	ENSG00000154146.13	124739942	124747210	11	NRGN
ENSG00000220583	ENSG00000220583.1	34263311	34263673	6	RPL35P2
ENSG00000286355	ENSG00000286355.1	57335203	57344724	14	AL355834.2
ENSG00000211810	ENSG00000211810.3	22163238	22163870	14	TRAV29DV5
ENSG00000259008	ENSG00000259008.1	57355446	57359410	14	AL355834.1
ENSG00000228352	ENSG00000228352.2	34084332	34096225	9	AL354989.1
ENSG00000224802	ENSG00000224802.2	34109171	34109968	9	TUBB4BP2
ENSG00000101446	ENSG00000101446.8	45512461	45515622	20	SPINT3
ENSG00000133805	ENSG00000133805.15	10308313	10507579	11	AMPD3
ENSG00000205301	ENSG00000205301.12	140442262	140498377	4	MGAT4D
ENSG00000198876	ENSG00000198876.13	34086387	34127399	9	DCAF12
ENSG00000249848	ENSG00000249848.1	10336782	10337677	8	AC112673.1
ENSG00000285675	ENSG00000285675.1	10118005	10147423	8	AC023385.1
ENSG00000048544	ENSG00000048544.6	42206807	42217861	6	MRPS10
ENSG00000260093	ENSG00000260093.1	10050485	10054254	8	AC034111.1
ENSG00000286622	ENSG00000286622.1	9984004	10055041	8	AC034111.2
ENSG00000269761	ENSG00000269761.1	7005012	7006074	19	AC025278.2
ENSG00000074201	ENSG00000074201.9	77514936	77637794	11	CLNS1A
ENSG00000139977	ENSG00000139977.14	57390544	57415906	14	NAA30
ENSG00000283679	ENSG00000283679.1	7011884	7012679	19	AC025278.3
ENSG00000013523	ENSG00000013523.10	76786168	76826246	14	ANGEL1
ENSG00000259092	ENSG00000259092.1	22168429	22168988	14	TRAV30
ENSG00000249048	ENSG00000249048.2	22177273	22177864	14	TRAV31
ENSG00000196589	ENSG00000196589.6	7018969	7021450	19	MBD3L2B
ENSG00000258905	ENSG00000258905.1	22185562	22186057	14	TRAV32
ENSG00000230189	ENSG00000230189.7	66427949	66453634	7	AC008267.2
ENSG00000258812	ENSG00000258812.1	22190158	22190713	14	TRAV33
ENSG00000236928	ENSG00000236928.3	66434634	66435154	7	AC008267.4
ENSG00000204363	ENSG00000204363.5	52796144	52797427	X	SPANXN5
ENSG00000231234	ENSG00000231234.2	66423405	66423893	7	SKP1P1
ENSG00000279785	ENSG00000279785.1	66474556	66475749	7	AC008267.8
ENSG00000244510	ENSG00000244510.2	66480394	66490108	7	AC008267.6
ENSG00000229885	ENSG00000229885.1	52801400	52801529	X	AC244505.6
ENSG00000179406	ENSG00000179406.8	66376044	66493566	7	LINC00174
ENSG00000171405	ENSG00000171405.12	52812204	52818301	X	XAGE5
ENSG00000247626	ENSG00000247626.5	197705369	197708395	2	MARS2
ENSG00000222017	ENSG00000222017.1	197693106	197774823	2	AC011997.1
ENSG00000240031	ENSG00000240031.1	141862860	141863737	7	OR9A3P
ENSG00000132356	ENSG00000132356.11	40759379	40798374	5	PRKAA1
ENSG00000144406	ENSG00000144406.18	209771993	209999300	2	UNC80
ENSG00000287553	ENSG00000287553.1	2040953	2041932	17	AC090617.10
ENSG00000164692	ENSG00000164692.17	94394561	94431232	7	COL1A2
ENSG00000262664	ENSG00000262664.3	2042022	2043425	17	OVCA2
ENSG00000152430	ENSG00000152430.17	197726879	197786762	2	BOLL
ENSG00000196395	ENSG00000196395.7	52824269	52829267	X	AC244505.1
ENSG00000232135	ENSG00000232135.1	45536796	45537014	20	AL031663.1
ENSG00000224781	ENSG00000224781.1	52832704	52833899	X	EIF4A2P4
ENSG00000229900	ENSG00000229900.1	45539983	45540227	20	HSPD1P21
ENSG00000243543	ENSG00000243543.8	45534196	45539495	20	WFDC6
ENSG00000287788	ENSG00000287788.1	48925917	48931288	8	AC013701.2
ENSG00000171402	ENSG00000171402.15	52862525	52868083	X	XAGE3
ENSG00000286437	ENSG00000286437.1	76790267	76793807	14	AF111169.4
ENSG00000108963	ENSG00000108963.17	2030110	2043430	17	DPH1
ENSG00000259081	ENSG00000259081.1	76774284	76781518	14	AF111169.3
ENSG00000163162	ENSG00000163162.9	101271219	101308701	2	RNF149
ENSG00000258610	ENSG00000258610.1	76778952	76782249	14	AF111169.1
ENSG00000104365	ENSG00000104365.15	42271302	42332653	8	IKBKB
ENSG00000286701	ENSG00000286701.1	49046652	49058536	8	AC044893.2
ENSG00000071246	ENSG00000071246.11	76761468	76783015	14	VASH1
ENSG00000275785	ENSG00000275785.1	63890030	63890317	15	AC015914.2
ENSG00000249139	ENSG00000249139.2	45534196	45547662	20	EPPIN-WFDC6
ENSG00000228869	ENSG00000228869.1	45671845	45672391	13	COX4I1P2
ENSG00000168333	ENSG00000168333.13	49054311	49076090	8	PPDPFL
ENSG00000237876	ENSG00000237876.1	45687548	45688469	13	AKR1B1P4
ENSG00000235366	ENSG00000235366.2	45680184	45701184	13	LINC01055
ENSG00000251451	ENSG00000251451.1	66407288	66409239	7	GTF2IP9
ENSG00000169902	ENSG00000169902.15	66205317	66420543	7	TPST1
ENSG00000171863	ENSG00000171863.15	3575260	3580920	2	RPS7
ENSG00000254079	ENSG00000254079.1	95947781	95948233	8	AC012339.2
ENSG00000248762	ENSG00000248762.2	95986108	95993103	8	AC012339.1
ENSG00000106211	ENSG00000106211.9	76302673	76304295	7	HSPB1
ENSG00000101448	ENSG00000101448.13	45540626	45547752	20	EPPIN
ENSG00000183663	ENSG00000183663.6	96068729	96069681	8	AC007992.1
ENSG00000271349	ENSG00000271349.1	96126967	96127801	8	AC007992.2
ENSG00000270131	ENSG00000270131.1	96140572	96140944	8	AP003465.2
ENSG00000282787	ENSG00000282787.1	125162379	125162971	10	AL157888.1
ENSG00000214298	ENSG00000214298.3	125166677	125166937	10	MRPS21P6
ENSG00000230246	ENSG00000230246.7	87914493	87923505	9	SPATA31C1
ENSG00000233135	ENSG00000233135.1	125473686	125473932	10	RPS27P18
ENSG00000258301	ENSG00000258301.3	76781733	76786724	14	VASH1-AS1
ENSG00000237675	ENSG00000237675.5	125574371	125578445	10	TEX36-AS1
ENSG00000156466	ENSG00000156466.10	96142333	96160806	8	GDF6
ENSG00000223721	ENSG00000223721.3	138701607	138703062	7	UQCRFS1P2
ENSG00000170899	ENSG00000170899.11	52977948	52995304	6	GSTA4
ENSG00000244657	ENSG00000244657.1	66485095	66486532	7	AC008267.7
ENSG00000231404	ENSG00000231404.2	41287741	41288320	13	RAC1P3
ENSG00000175018	ENSG00000175018.13	125576522	125683163	10	TEX36
ENSG00000260937	ENSG00000260937.6	55056723	55092177	15	AC025272.1
ENSG00000174015	ENSG00000174015.10	45702320	45714559	13	SPERT
ENSG00000255450	ENSG00000255450.1	29275655	29276565	11	AC110056.1
ENSG00000238110	ENSG00000238110.1	87944276	87945023	9	AL353572.2
ENSG00000279145	ENSG00000279145.2	55171378	55176739	15	AC011912.1
ENSG00000283205	ENSG00000283205.1	87956214	87956883	9	AL353572.3
ENSG00000182707	ENSG00000182707.4	73875068	73875635	X	FXYD6P3
ENSG00000228559	ENSG00000228559.2	35539838	35546573	6	AL033519.4
ENSG00000270775	ENSG00000270775.1	65025390	65026515	11	AP000436.1
ENSG00000214297	ENSG00000214297.3	125666875	125667950	10	ALDOAP2
ENSG00000213465	ENSG00000213465.8	65014160	65022184	11	ARL2
ENSG00000216548	ENSG00000216548.2	140922457	140922910	6	AL357084.1
ENSG00000170027	ENSG00000170027.7	76326799	76358991	7	YWHAG
ENSG00000275138	ENSG00000275138.1	141019788	141020026	6	AL357080.1
ENSG00000286452	ENSG00000286452.1	141403240	141404494	6	AL355596.2
ENSG00000178301	ENSG00000178301.4	77589391	77610356	11	AQP11
ENSG00000170312	ENSG00000170312.16	60778331	60794852	10	CDK1
ENSG00000259828	ENSG00000259828.1	141447011	141451006	6	AL355596.1
ENSG00000156467	ENSG00000156467.9	96225920	96235634	8	UQCRB
ENSG00000219023	ENSG00000219023.1	35555873	35556264	6	AL033519.3
ENSG00000213548	ENSG00000213548.3	76361768	76362113	7	PPIAP81
ENSG00000165731	ENSG00000165731.20	43077064	43130351	10	RET
ENSG00000249649	ENSG00000249649.1	38006784	38007105	4	MRPS33P2
ENSG00000250254	ENSG00000250254.2	37960398	37961128	4	PTTG2
ENSG00000251332	ENSG00000251332.1	37995494	37996203	4	AC021106.2
ENSG00000145321	ENSG00000145321.13	71741696	71804041	4	GC
ENSG00000205126	ENSG00000205126.2	44047981	44059977	11	ACCSL
ENSG00000120903	ENSG00000120903.13	27459756	27479883	8	CHRNA2
ENSG00000065882	ENSG00000065882.16	37891084	38139175	4	TBC1D1
ENSG00000179304	ENSG00000179304.16	52891306	52908560	X	FAM156B
ENSG00000185689	ENSG00000185689.16	4079206	4130951	6	C6orf201
ENSG00000100448	ENSG00000100448.4	24573518	24576250	14	CTSG
ENSG00000286565	ENSG00000286565.1	152925233	152936981	7	AC006348.1
ENSG00000182613	ENSG00000182613.2	181147586	181159285	5	OR2V2
ENSG00000224104	ENSG00000224104.1	153144313	153144588	7	AC079809.1
ENSG00000248473	ENSG00000248473.2	181178821	181191852	5	LINC01962
ENSG00000111845	ENSG00000111845.5	10694972	10709782	6	PAK1IP1
ENSG00000237194	ENSG00000237194.1	209808804	209809580	2	SNAI1P1
ENSG00000110025	ENSG00000110025.13	65027439	65040572	11	SNX15
ENSG00000268480	ENSG00000268480.3	8630635	8677708	19	LINC01862
ENSG00000237621	ENSG00000237621.3	141887148	141888092	7	OR9A1P
ENSG00000279426	ENSG00000279426.1	8695721	8696321	19	AC243312.1
ENSG00000135069	ENSG00000135069.14	78297125	78330093	9	PSAT1
ENSG00000228675	ENSG00000228675.1	17679549	17680659	7	AC006482.1
ENSG00000181786	ENSG00000181786.5	8697400	8698795	19	ACTL9
ENSG00000279706	ENSG00000279706.1	68250469	68251656	9	AL353608.4
ENSG00000269244	ENSG00000269244.1	8728735	8729204	19	RPL23AP78
ENSG00000250222	ENSG00000250222.2	181191875	181194429	5	AC008443.5
ENSG00000111843	ENSG00000111843.14	10722915	10731129	6	TMEM14C
ENSG00000262533	ENSG00000262533.1	2042900	2043425	17	AC090617.3
ENSG00000181733	ENSG00000181733.3	8721634	8732160	19	OR2Z1
ENSG00000279080	ENSG00000279080.1	38130216	38150612	22	AL022322.2
ENSG00000250900	ENSG00000250900.6	181195496	181203103	5	AC008443.6
ENSG00000259351	ENSG00000259351.1	63928274	63935953	15	AC015914.1
ENSG00000268922	ENSG00000268922.1	8778665	8778861	19	AC012616.1
ENSG00000113739	ENSG00000113739.10	173314713	173329503	5	STC2
ENSG00000035664	ENSG00000035664.11	63907036	64072033	15	DAPK2
ENSG00000146054	ENSG00000146054.18	181193924	181205293	5	TRIM7
ENSG00000184381	ENSG00000184381.20	38111495	38214778	22	PLA2G6
ENSG00000215912	ENSG00000215912.12	2635976	2801717	1	TTC34
ENSG00000254734	ENSG00000254734.1	29713909	29881714	11	AC107973.1
ENSG00000261340	ENSG00000261340.1	29980113	29982392	11	LINC01616
ENSG00000213096	ENSG00000213096.10	24033405	24129961	19	ZNF254
ENSG00000254821	ENSG00000254821.1	4135423	4146053	6	AL136309.4
ENSG00000255029	ENSG00000255029.2	29482807	29552861	11	AC110058.1
ENSG00000254224	ENSG00000254224.2	96235427	96239149	8	AP003465.1
ENSG00000254530	ENSG00000254530.2	29335878	29989328	11	LINC02755
ENSG00000250885	ENSG00000250885.1	32646564	32651976	5	LINC02061
ENSG00000286741	ENSG00000286741.1	32653321	32656022	5	AC008766.1
ENSG00000272097	ENSG00000272097.2	10743324	10747663	6	AL024498.1
ENSG00000198721	ENSG00000198721.12	4115689	4135597	6	ECI2
ENSG00000142606	ENSG00000142606.16	2590639	2633016	1	MMEL1
ENSG00000255281	ENSG00000255281.1	29391525	29393844	11	AC090124.2
ENSG00000255117	ENSG00000255117.6	29594326	29631515	11	LINC02546
ENSG00000105672	ENSG00000105672.14	35641745	35644871	19	ETV2
ENSG00000100453	ENSG00000100453.13	24630954	24634267	14	GZMB
ENSG00000261002	ENSG00000261002.5	42208413	42226990	15	AC036103.1
ENSG00000255047	ENSG00000255047.1	29668886	29669628	11	HNRNPRP2
ENSG00000279464	ENSG00000279464.1	67607856	67610313	4	AC096720.2
ENSG00000255227	ENSG00000255227.1	29445487	29457393	11	AC090124.1
ENSG00000240554	ENSG00000240554.1	29725764	29726565	11	RPL7AP58
ENSG00000218351	ENSG00000218351.2	141635650	141636503	6	RPS3AP23
ENSG00000092529	ENSG00000092529.24	42359500	42412318	15	CAPN3
ENSG00000273003	ENSG00000273003.1	65014182	65040570	11	ARL2-SNX15
ENSG00000250572	ENSG00000250572.1	87261931	87266822	4	AC108516.1
ENSG00000279425	ENSG00000279425.1	24078481	24080669	19	AC092279.2
ENSG00000268058	ENSG00000268058.1	24098425	24098980	19	BNIP3P40
ENSG00000268362	ENSG00000268362.6	24033401	24077377	19	AC092279.1
ENSG00000101445	ENSG00000101445.10	38805697	38923024	20	PPP1R16B
ENSG00000198408	ENSG00000198408.14	101784443	101818465	10	OGA
ENSG00000270983	ENSG00000270983.1	142062717	142063053	6	AL589674.1
ENSG00000135577	ENSG00000135577.4	142058330	142088799	6	NMBR
ENSG00000259306	ENSG00000259306.2	51315841	51321996	15	AC020891.2
ENSG00000259240	ENSG00000259240.1	51037488	51293912	15	MIR4713HG
ENSG00000019102	ENSG00000019102.12	124747474	124752255	11	VSIG2
ENSG00000259204	ENSG00000259204.1	51064609	51069586	15	AC073964.1
ENSG00000215475	ENSG00000215475.5	45777242	45851753	13	SIAH3
ENSG00000259701	ENSG00000259701.1	51278927	51280015	15	AC020891.3
ENSG00000183578	ENSG00000183578.8	51056598	51105276	15	TNFAIP8L3
ENSG00000213585	ENSG00000213585.11	133971871	134004975	5	VDAC1
ENSG00000236822	ENSG00000236822.1	142088233	142089219	6	NMBR-AS1
ENSG00000238067	ENSG00000238067.1	18508577	18509068	Y	XKRYP1
ENSG00000249634	ENSG00000249634.1	18490915	18494295	Y	USP9YP5
ENSG00000255723	ENSG00000255723.1	87317170	87345210	4	AC108516.2
ENSG00000285090	ENSG00000285090.1	94278680	94395608	7	AC002074.1
ENSG00000131007	ENSG00000131007.9	18581206	18590521	Y	TTTY9B
ENSG00000198189	ENSG00000198189.11	87336515	87391188	4	HSD17B11
ENSG00000270627	ENSG00000270627.1	78589158	78589539	9	AL592221.1
ENSG00000285964	ENSG00000285964.1	94311138	94347063	7	AC002074.2
ENSG00000137869	ENSG00000137869.15	51208057	51338601	15	CYP19A1
ENSG00000237257	ENSG00000237257.1	78741720	78742744	9	MTND2P8
ENSG00000116096	ENSG00000116096.6	72887382	72892158	2	SPR
ENSG00000214429	ENSG00000214429.3	78412793	78413094	2	CYCSP6
ENSG00000172468	ENSG00000172468.13	18546671	18588963	Y	HSFY1
ENSG00000146700	ENSG00000146700.9	76389334	76409697	7	SSC4D
ENSG00000100557	ENSG00000100557.9	57469301	57493867	14	CCDC198
ENSG00000259734	ENSG00000259734.1	86630266	86631136	15	AC012229.1
ENSG00000261077	ENSG00000261077.1	86139838	86140240	15	AC016180.2
ENSG00000259620	ENSG00000259620.1	86938797	86988426	15	AC016987.1
ENSG00000100450	ENSG00000100450.13	24606480	24609699	14	GZMH
ENSG00000259636	ENSG00000259636.1	86932880	86946331	15	AC016987.2
ENSG00000166220	ENSG00000166220.12	70771239	70785401	10	TBATA
ENSG00000273540	ENSG00000273540.4	86079973	87029052	15	AGBL1
ENSG00000250951	ENSG00000250951.1	18540980	18544128	Y	USP9YP1
ENSG00000271366	ENSG00000271366.1	35251440	35253639	19	AC002128.2
ENSG00000251510	ENSG00000251510.1	18491740	18547698	Y	AC022486.1
ENSG00000105699	ENSG00000105699.16	35248330	35267964	19	LSR
ENSG00000230377	ENSG00000230377.1	18532326	18532656	Y	ELOCP7
ENSG00000230458	ENSG00000230458.1	18578417	18578560	Y	GPM6BP1
ENSG00000233546	ENSG00000233546.1	18529358	18529623	Y	PRYP5
ENSG00000240438	ENSG00000240438.2	18582063	18629077	Y	OFD1P5Y
ENSG00000188372	ENSG00000188372.15	76397518	76442071	7	ZP3
ENSG00000175606	ENSG00000175606.11	73972437	73982783	8	TMEM70
ENSG00000257002	ENSG00000257002.1	62909546	62918361	11	AP000438.1
ENSG00000168539	ENSG00000168539.4	62908679	62921807	11	CHRM1
ENSG00000278147	ENSG00000278147.1	45079849	45080189	14	AL121809.2
ENSG00000170509	ENSG00000170509.12	87303789	87322886	4	HSD17B13
ENSG00000249163	ENSG00000249163.3	45083045	45083977	14	AL121809.1
ENSG00000258657	ENSG00000258657.5	24595723	24657774	14	AL136018.1
ENSG00000196593	ENSG00000196593.9	23939557	23946782	13	ANKRD20A19P
ENSG00000260125	ENSG00000260125.2	86295649	86317173	15	AGBL1-AS1
ENSG00000183255	ENSG00000183255.12	44849585	44873903	21	PTTG1IP
ENSG00000260477	ENSG00000260477.8	86078809	86116747	15	LINC01584
ENSG00000283631	ENSG00000283631.1	20311838	20317783	X	AL928596.1
ENSG00000285945	ENSG00000285945.1	2768091	2784733	1	AC242022.2
ENSG00000244295	ENSG00000244295.2	73982125	73982467	8	RPS20P21
ENSG00000151304	ENSG00000151304.6	121961975	122075570	5	SRFBP1
ENSG00000145708	ENSG00000145708.11	76953045	76981158	5	CRHBP
ENSG00000283400	ENSG00000283400.1	20443326	20492349	X	AL807740.1
